ID;Player Name;Team Name;Transfermarkt Link
274;Brown Forbes F.;Wisła Kraków;https://www.transfermarkt.com/felicio-brown-forbes/profil/spieler/67064
275;Abramowicz D.;Wisła Kraków;https://www.transfermarkt.com/dawid-abramowicz/profil/spieler/168427
276;Kuciak D.;Lechia Gdańsk;https://www.transfermarkt.com/dusan-kuciak/profil/spieler/31886
277;Nalepa M.;Lechia Gdańsk;https://www.transfermarkt.com/michal-nalepa/profil/spieler/175947
278;Mladenović F.;Lechia Gdańsk;https://www.transfermarkt.com/filip-mladenovic/profil/spieler/168063
279;Augustyn B.;Lechia Gdańsk;https://www.transfermarkt.com/blazej-augustyn/profil/spieler/42029
280;Nunes J.;Lechia Gdańsk;https://www.transfermarkt.com/joao-nunes/profil/spieler/198021
281;Paixao F.;Lechia Gdańsk;https://www.transfermarkt.com/flavio-paixao/profil/spieler/123455
282;Haraslin L.;Lechia Gdańsk;https://www.transfermarkt.com/lukas-haraslin/profil/spieler/239941
283;Łukasik D.;Lechia Gdańsk;https://www.transfermarkt.com/daniel-lukasik/profil/spieler/67655
284;Michalak K.;Lechia Gdańsk;https://www.transfermarkt.com/konrad-michalak/profil/spieler/387160
285;Kubicki J.;Lechia Gdańsk;https://www.transfermarkt.com/jaroslaw-kubicki/profil/spieler/327756
286;Arak J.;Raków Częstochowa;https://www.transfermarkt.com/jakub-arak/profil/spieler/241826
287;Sobiech A.;Lechia Gdańsk;https://www.transfermarkt.com/artur-sobiech/profil/spieler/75640
288;Vitoria S.;Lechia Gdańsk;https://www.transfermarkt.com/mateusz-zukowski/profil/spieler/470375
289;Wolski R.;Lechia Gdańsk;https://www.transfermarkt.com/rafal-wolski/profil/spieler/176514
290;Pesković M.;Cracovia;https://www.transfermarkt.com/michal-peskovic/profil/spieler/57581
291;Dytiatjew O.;Cracovia;No link found
292;Datković N.;Cracovia;https://www.transfermarkt.com/niko-datkovic/profil/spieler/178056
293;Siplak M.;Cracovia;https://www.transfermarkt.com/michal-siplak/profil/spieler/239957
294;Rapa C.;Cracovia;https://www.transfermarkt.com/cornel-rapa/profil/spieler/96290
295;Zenjov S.;Cracovia;https://www.transfermarkt.com/sergei-zenjov/profil/spieler/85626
296;Wdowiak M.;Raków Częstochowa;https://www.transfermarkt.com/mateusz-wdowiak/profil/spieler/295495
297;Dąbrowski D.;Pogoń Szczecin;https://www.transfermarkt.com/damian-dabrowski/profil/spieler/143118
298;Gol J.;Cracovia;https://www.transfermarkt.com/janusz-gol/profil/spieler/80941
299;Cabrera A.;Cracovia;https://www.transfermarkt.com/airam-cabrera/profil/spieler/129149
300;Hernandez J.;Cracovia;https://www.transfermarkt.com/javi-hernandez/profil/spieler/422466
301;Strózik S.;Cracovia;https://www.transfermarkt.com/sebastian-strozik/profil/spieler/384438
302;Helik M.;Cracovia;https://www.transfermarkt.com/michal-helik/profil/spieler/255383
303;Budziński M.;Cracovia;https://www.transfermarkt.com/marcin-budzinski/profil/spieler/82173
304;Korun U.;Piast Gliwice;https://www.transfermarkt.com/uros-korun/profil/spieler/70872
305;Kirkeskov M.;Piast Gliwice;https://www.transfermarkt.com/mikkel-kirkeskov/profil/spieler/96331
306;Hateley T.;Piast Gliwice;https://www.transfermarkt.com/tom-hateley/profil/spieler/78648
307;Milewski  S.;Piast Gliwice;https://www.transfermarkt.com/sebastian-milewski/profil/spieler/374562
308;Tuszyński P.;Wisła Płock;https://www.transfermarkt.com/patryk-tuszynski/profil/spieler/110856
309;Parzyszek P.;Piast Gliwice;https://www.transfermarkt.com/piotr-parzyszek/profil/spieler/155202
310;Klupś  T.;Piast Gliwice;https://www.transfermarkt.com/tymoteusz-klups/profil/spieler/358873
311;Gryszkiewicz  A.;Górnik Zabrze;https://www.transfermarkt.com/adrian-gryszkiewicz/profil/spieler/388944
312;Vassilantonopoulos S.;Górnik Zabrze;https://www.transfermarkt.com/stavros-vasilantonopoulos/profil/spieler/233264
313;Wiśniewski  P.;Górnik Zabrze;https://www.transfermarkt.com/przemyslaw-wisniewski/profil/spieler/386967
314;Bochniewicz P.;Górnik Zabrze;https://www.transfermarkt.com/pawel-bochniewicz/profil/spieler/248395
315;Jirka E.;Górnik Zabrze;https://www.transfermarkt.com/erik-jirka/profil/spieler/339693
316;Manneh A.;Górnik Zabrze;https://www.transfermarkt.com/alasana-manneh/profil/spieler/435807
317;Giakoumakis G.;Górnik Zabrze;https://www.transfermarkt.com/georgios-giakoumakis/profil/spieler/234850
318;Prochazka R.;Górnik Zabrze;https://www.transfermarkt.com/roman-prochazka/profil/spieler/80690
319;Bainović F.;Górnik Zabrze;https://www.transfermarkt.com/filip-bainovic/profil/spieler/358909
320;Ryczkowski A.;Górnik Zabrze;https://www.transfermarkt.com/adam-ryczkowski/profil/spieler/264297
321;Kopacz  D.;Górnik Zabrze;https://www.transfermarkt.com/bartosz-kopacz/profil/spieler/153306
322;Hrosso L.;Zagłębie Sosnowiec;https://www.transfermarkt.com/lukas-hrosso/profil/spieler/74941
323;Heinloth M.;Zagłębie Sosnowiec;https://www.transfermarkt.com/michael-heinloth/profil/spieler/93535
324;Polczak P.;Zagłębie Sosnowiec;https://www.transfermarkt.com/piotr-polczak/profil/spieler/29745
325;Mraz P.;Zagłębie Sosnowiec;https://www.transfermarkt.com/patrik-mraz/profil/spieler/59554
326;Mygas G.;Zagłębie Sosnowiec;https://www.transfermarkt.com/georgios-mygas/profil/spieler/238856
327;Milewski S.;Zagłębie Sosnowiec;https://www.transfermarkt.com/sebastian-milewski/profil/spieler/374562
328;Możdżeń M.;Zagłębie Sosnowiec;https://www.transfermarkt.com/mateusz-mozdzen/profil/spieler/131137
329;Pawłowski S.;Zagłębie Sosnowiec;https://www.transfermarkt.com/szymon-pawlowski/profil/spieler/45848
330;Nawotka T.;Zagłębie Sosnowiec;https://www.transfermarkt.com/tomasz-nawotka/profil/spieler/292386
331;Nowak O.;Zagłębie Sosnowiec;https://www.transfermarkt.com/olaf-nowak/profil/spieler/385197
332;Gabedava G.;Zagłębie Sosnowiec;https://www.transfermarkt.com/giorgi-gabedava/profil/spieler/137934
333;Gressak L.;Zagłębie Sosnowiec;https://www.transfermarkt.com/lukas-gressak/profil/spieler/80903
334;Ivanishvili G.;Zagłębie Sosnowiec;https://www.transfermarkt.com/giorgi-ivanishvili/profil/spieler/66033
335;Sanogo V.;Zagłębie Sosnowiec;https://www.transfermarkt.com/vamara-sanogo/profil/spieler/374667
336;Piech A.;Śląsk Wrocław;https://www.transfermarkt.com/arkadiusz-piech/profil/spieler/100485
337;Loska T.;Górnik Zabrze;https://www.transfermarkt.com/tomasz-loska/profil/spieler/260706
338;Ambrosiewicz M.;Górnik Zabrze;https://www.transfermarkt.com/maciej-ambrosiewicz/profil/spieler/452447
339;Smuga D.;Górnik Zabrze;https://www.transfermarkt.com/daniel-smuga/profil/spieler/526148
340;Nowak K.;Górnik Zabrze;https://www.transfermarkt.com/bartosz-nowak/profil/spieler/261085
341;Michalski K.;Górnik Zabrze;https://www.transfermarkt.com/kacper-michalski/profil/spieler/466224
342;Putnocky M.;Śląsk Wrocław;https://www.transfermarkt.com/matus-putnocky/profil/spieler/74921
343;Kostewycz W.;Lech Poznań;https://www.transfermarkt.com/volodymyr-kostevych/profil/spieler/208469
344;Janicki R.;Wisła Kraków;https://www.transfermarkt.com/rafal-janicki/profil/spieler/153638
345;Wasielewski M.;Lech Poznań;https://www.transfermarkt.com/marcin-wasielewski/profil/spieler/391374
346;Jóźwiak K.;Lech Poznań;https://www.transfermarkt.com/kamil-jozwiak/profil/spieler/289167
347;Radut M.;Lech Poznań;https://www.transfermarkt.com/mihai-radut/profil/spieler/96850
348;De Marco V.;Lech Poznań;https://www.transfermarkt.com/vernon-de-marco/profil/spieler/355656
349;Janża E.;Górnik Zabrze;https://www.transfermarkt.com/erik-janza/profil/spieler/174522
350;Kopacz D.;Górnik Zabrze;https://www.transfermarkt.com/bartosz-kopacz/profil/spieler/153306
351;Wolsztyński Ł.;Górnik Zabrze;https://www.transfermarkt.com/lukasz-wolsztynski/profil/spieler/356515
352;Ściślak D.;Górnik Zabrze;https://www.transfermarkt.com/daniel-scislak/profil/spieler/479708
353;Gliwa M.;Raków Częstochowa;https://www.transfermarkt.com/michal-gliwa/profil/spieler/42056
354;Kasperkiewicz A.;Raków Częstochowa;https://www.transfermarkt.com/arkadiusz-kasperkiewicz/profil/spieler/315511
355;Azemović E.;Raków Częstochowa;https://www.transfermarkt.com/ivi-lopez/profil/spieler/282371
356;Petrasek T.;Raków Częstochowa;https://www.transfermarkt.com/tomas-petrasek/profil/spieler/333261
357;Szymonowicz D.;Raków Częstochowa;https://www.transfermarkt.com/dawid-szymonowicz/profil/spieler/242846
358;Sapała I.;Raków Częstochowa;https://www.transfermarkt.com/igor-sapala/profil/spieler/380597
359;Luković A.;Raków Częstochowa;https://www.transfermarkt.com/andrija-lukovic/profil/spieler/258135
360;Brown Forbes F.;Wisła Kraków;https://www.transfermarkt.com/felicio-brown-forbes/profil/spieler/67064
361;Szczepański M.;Raków Częstochowa;https://www.transfermarkt.com/milosz-szczepanski/profil/spieler/321240
362;Bartl D.;Raków Częstochowa;https://www.transfermarkt.com/daniel-bartl/profil/spieler/109541
363;Musiolik S.;Raków Częstochowa;https://www.transfermarkt.com/sebastian-musiolik/profil/spieler/267152
364;Nouvier B.;Raków Częstochowa;https://www.transfermarkt.com/bryan-nouvier/profil/spieler/344889
365;Beqiraj F.;Wisła Kraków;https://www.transfermarkt.com/fatos-beqiraj/profil/spieler/66784
366;Sobota W.;Śląsk Wrocław;https://www.transfermarkt.com/waldemar-sobota/profil/spieler/110852
367;Praszelik  M.;Śląsk Wrocław;https://www.transfermarkt.com/mateusz-praszelik/profil/spieler/374418
368;Piasecki F.;Śląsk Wrocław;https://www.transfermarkt.com/fabian-piasecki/profil/spieler/255401
369;Scalet M.;Śląsk Wrocław;https://www.transfermarkt.com/mathieu-scalet/profil/spieler/384844
370;Pałaszewski M.;Śląsk Wrocław;https://www.transfermarkt.com/maciej-palaszewski/profil/spieler/379868
371;Samiec-Talar  P.;Śląsk Wrocław;https://www.transfermarkt.com/piotr-samiec-talar/profil/spieler/598448
372;Bargiel  P.;Śląsk Wrocław;https://www.transfermarkt.com/przemyslaw-bargiel/profil/spieler/345460
373;Boruc A.;Legia Warszawa;https://www.transfermarkt.com/artur-boruc/profil/spieler/15220
374;Szabanow A.;Legia Warszawa;https://www.transfermarkt.com/artem-shabanov/profil/spieler/236468
375;Juranović J.;Legia Warszawa;https://www.transfermarkt.com/josip-juranovic/profil/spieler/362977
376;Kapustka B.;Legia Warszawa;https://www.transfermarkt.com/bartosz-kapustka/profil/spieler/246579
377;Slisz  B.;Legia Warszawa;https://www.transfermarkt.com/bartosz-slisz/profil/spieler/382429
378;Mladenović F.;Lechia Gdańsk;https://www.transfermarkt.com/filip-mladenovic/profil/spieler/168063
379;Lopes R.;Legia Warszawa;https://www.transfermarkt.com/rafa-lopes/profil/spieler/162819
380;Pekhart T.;Legia Warszawa;https://www.transfermarkt.com/tomas-pekhart/profil/spieler/38746
381;Lis A.;Warta Poznań;https://www.transfermarkt.com/adrian-lis/profil/spieler/131321
382;Ławniczak  A.;Warta Poznań;https://www.transfermarkt.com/aleks-lawniczak/profil/spieler/425739
383;Ivanov R.;Warta Poznań;https://www.transfermarkt.com/robert-ivanov/profil/spieler/373876
384;Grzesik J.;ŁKS Łódź;https://www.transfermarkt.com/jan-grzesik/profil/spieler/264278
385;Kiełb J.;Korona Kielce;https://www.transfermarkt.com/jacek-kielb/profil/spieler/37110
386;Baku M.;Warta Poznań;https://www.transfermarkt.com/makana-baku/profil/spieler/336974
387;Kupczak M.;Warta Poznań;https://www.transfermarkt.com/mateusz-kupczak/profil/spieler/237523
388;Żurawski  M.;Pogoń Szczecin;https://www.transfermarkt.com/maciej-zurawski/profil/spieler/454388
389;Czyżycki M.;Warta Poznań;https://www.transfermarkt.com/mateusz-czyzycki/profil/spieler/385479
390;Kuzimski M.;Warta Poznań;https://www.transfermarkt.com/mateusz-kuzimski/profil/spieler/381891
391;Zrelak A.;Warta Poznań;https://www.transfermarkt.com/adam-zrelak/profil/spieler/261155
392;Rybicki M.;Warta Poznań;https://www.transfermarkt.com/mariusz-rybicki/profil/spieler/215124
393;Janicki R.;Wisła Kraków;https://www.transfermarkt.com/rafal-janicki/profil/spieler/153638
394;Kudła D.;Zagłębie Sosnowiec;https://www.transfermarkt.com/dawid-kudla/profil/spieler/266239
395;Udovicić Ż.;Zagłębie Sosnowiec;https://www.transfermarkt.com/zarko-udovicic/profil/spieler/86936
396;Cichocki M.;Zagłębie Sosnowiec;https://www.transfermarkt.com/mateusz-cichocki/profil/spieler/236235
397;Cristovao A.;Zagłębie Sosnowiec;No link found
398;Nowak T.;Zagłębie Sosnowiec;https://www.transfermarkt.com/lukasz-uthke-nowak/profil/spieler/597618
399;Wrzesiński K.;Zagłębie Sosnowiec;https://www.transfermarkt.com/konrad-wrzesinski/profil/spieler/258534
400;Vokić D.;Zagłębie Sosnowiec;https://www.transfermarkt.com/dejan-voki%C4%87/profil/spieler/290698
401;Jędrych A.;Zagłębie Sosnowiec;https://www.transfermarkt.com/arkadiusz-jedrych/profil/spieler/208441
402;Perdijić M.;Zagłębie Sosnowiec;https://www.transfermarkt.com/matko-perdijic/profil/spieler/34398
403;Gostomski M.;Cracovia;https://www.transfermarkt.us/maciej-gostomski/profil/spieler/36789
404;Ferraresso D.;Cracovia;https://www.transfermarkt.com/diego-ferraresso/profil/spieler/120104
405;Dimun M.;Cracovia;https://www.transfermarkt.com/milan-dimun/profil/spieler/291232
406;Piszczek F.;Cracovia;https://www.transfermarkt.com/filip-piszczek/profil/spieler/325215
407;Sierdierow S.;Cracovia;No link found
408;Kieliba B.;Warta Poznań;https://www.transfermarkt.com/bartosz-kieliba/profil/spieler/266234
409;Kuzdra J.;Warta Poznań;https://www.transfermarkt.com/jakub-kuzdra/profil/spieler/372280
410;Jakóbowski M.;Warta Poznań;https://www.transfermarkt.com/michal-jakobowski/profil/spieler/224176
411;Trałka Ł.;Lech Poznań;https://www.transfermarkt.com/lukasz-tralka/profil/spieler/29538
412;Jaroch G.;Warta Poznań;https://www.transfermarkt.com/gracjan-jaroch/profil/spieler/297217
413;Laskowski A.;Warta Poznań;https://www.transfermarkt.com/adrian-laskowski/profil/spieler/146317
414;Fila K.;Lechia Gdańsk;https://www.transfermarkt.com/karol-fila/profil/spieler/385817
415;Kopacz B.;Lechia Gdańsk;https://www.transfermarkt.com/bartosz-kopacz/profil/spieler/153306
416;Pietrzak R.;Wisła Kraków;https://www.transfermarkt.com/rafal-pietrzak/profil/spieler/74722
417;Mihalik J.;Lechia Gdańsk;https://www.transfermarkt.com/jaroslav-mihalik/profil/spieler/181620
418;Gajos M.;Lech Poznań;https://www.transfermarkt.com/maciej-gajos/profil/spieler/236891
419;Makowski  T.;Lechia Gdańsk;https://www.transfermarkt.com/tomasz-makowski/profil/spieler/320961
420;Zwoliński Ł.;Lechia Gdańsk;https://www.transfermarkt.com/lukasz-zwolinski/profil/spieler/220740
421;Kałuziński  J.;Lechia Gdańsk;https://www.transfermarkt.com/jakub-kaluzinski/profil/spieler/699418
422;Udovicić Ż.;Zagłębie Sosnowiec;https://www.transfermarkt.com/zarko-udovicic/profil/spieler/86936
423;Haydary O.;Lechia Gdańsk;https://www.transfermarkt.com/omran-haydary/profil/spieler/415993
424;Stec D.;Pogoń Szczecin;https://www.transfermarkt.com/david-stec/profil/spieler/181715
425;Spiridonović S.;Pogoń Szczecin;https://www.transfermarkt.com/srdjan-spiridonovic/profil/spieler/124774
426;Kozulj Z.;Pogoń Szczecin;https://www.transfermarkt.com/zvonimir-kozulj/profil/spieler/194205
427;Buksa A.;Pogoń Szczecin;https://www.transfermarkt.com/adam-buksa/profil/spieler/267160
428;Listkowski M.;Pogoń Szczecin;https://www.transfermarkt.com/marcin-listkowski/profil/spieler/291276
429;Vesović M.;Legia Warszawa;https://www.transfermarkt.com/marko-vesovic/profil/spieler/98101
430;Milewski S.;Zagłębie Sosnowiec;https://www.transfermarkt.com/sebastian-milewski/profil/spieler/374562
431;Holubek J.;Piast Gliwice;https://www.transfermarkt.com/jakub-holubek/profil/spieler/192731
432;Zbozień D.;Wisła Płock;https://www.transfermarkt.com/damian-zbozien/profil/spieler/53742
433;Obradović M.;Wisła Płock;https://www.transfermarkt.com/milan-obradovic/profil/spieler/528040
434;Pyrdoł  P.;Wisła Płock;https://www.transfermarkt.com/piotr-pyrdol/profil/spieler/385053
435;Sheridan C.;Wisła Płock;https://www.transfermarkt.com/cillian-sheridan/profil/spieler/14641
436;Gjertsen T.;Wisła Płock;https://www.transfermarkt.com/torgil-gjertsen/profil/spieler/261115
437;Cabrera A.;Cracovia;https://www.transfermarkt.com/airam-cabrera/profil/spieler/129149
438;Szumski J.;Raków Częstochowa;https://www.transfermarkt.com/jakub-szumski/profil/spieler/157848
439;Wilusz M.;Raków Częstochowa;https://www.transfermarkt.com/maciej-wilusz/profil/spieler/42109
440;Malinowski P.;Raków Częstochowa;https://www.transfermarkt.com/piotr-malinowski/profil/spieler/47280
441;Michalski D.;Wisła Płock;https://www.transfermarkt.com/damian-michalski/profil/spieler/385518
442;Szumilas W.;Wisła Płock;https://www.transfermarkt.com/wojciech-szumilas/profil/spieler/315834
443;Pawlak  A.;Wisła Płock;https://www.transfermarkt.com/aleksander-pawlak/profil/spieler/725654
444;Makowski T.;Lechia Gdańsk;https://www.transfermarkt.com/tomasz-makowski/profil/spieler/320961
445;Maulana Vikri E.;Lechia Gdańsk;https://www.transfermarkt.com/egy-maulana-vikri/profil/spieler/548371
446;Koj M.;Górnik Zabrze;https://www.transfermarkt.com/michal-koj/profil/spieler/185679
447;Wolniewicz A.;Górnik Zabrze;https://www.transfermarkt.us/adam-wolniewicz/profil/spieler/255427
448;Urynowicz M.;Górnik Zabrze;https://www.transfermarkt.com/marcin-urynowicz/profil/spieler/345440
449;Ł. Wolsztyński Ł.;Górnik Zabrze;https://www.transfermarkt.com/lukasz-wolsztynski/profil/spieler/356515
450;Baidoo I.;Górnik Zabrze;https://www.transfermarkt.com/ishmael-baidoo/profil/spieler/522237
451;Daehne T.;Wisła Płock;https://www.transfermarkt.com/thomas-dahne/profil/spieler/115979
452;Stefańczyk C.;Wisła Płock;https://www.transfermarkt.com/cezary-stefanczyk/profil/spieler/27212
453;Marcjanik M.;Wisła Płock;https://www.transfermarkt.com/michal-marcjanik/profil/spieler/278690
454;Nowak O.;Zagłębie Sosnowiec;https://www.transfermarkt.com/olaf-nowak/profil/spieler/385197
455;Sahiti S.;Wisła Płock;https://www.transfermarkt.com/suad-sahiti/profil/spieler/326194
456;Kuświk G.;Wisła Płock;https://www.transfermarkt.com/grzegorz-kuswik/profil/spieler/52335
457;Paluszek  A.;Górnik Zabrze;https://www.transfermarkt.com/aleksander-paluszek/profil/spieler/605746
458;Masouras G.;Górnik Zabrze;https://www.transfermarkt.com/giannis-masouras/profil/spieler/295780
459;Kubica  K.;Górnik Zabrze;https://www.transfermarkt.com/krzysztof-kubica/profil/spieler/573968
460;Nowak B.;Górnik Zabrze;https://www.transfermarkt.com/bartosz-nowak/profil/spieler/261085
461;Sobczyk A.;Górnik Zabrze;https://www.transfermarkt.com/alex-sobczyk/profil/spieler/287191
462;Krawczyk P.;Górnik Zabrze;https://www.transfermarkt.com/piotr-krawczyk/profil/spieler/294191
463;Wojtuszek  N.;Górnik Zabrze;https://www.transfermarkt.com/norbert-wojtuszek/profil/spieler/607435
464;Evangelou S.;Górnik Zabrze;https://www.transfermarkt.com/stefanos-evangelou/profil/spieler/342255
465;Boakye R.;Górnik Zabrze;https://www.transfermarkt.com/richmond-boakye/profil/spieler/119213
466;Jankowski M.;PGE FKS Stal Mielec;https://www.transfermarkt.com/maciej-jankowski/profil/spieler/154076
467;Zjawiński  Ł.;PGE FKS Stal Mielec;https://www.transfermarkt.com/lukasz-zjawinski/profil/spieler/401608
468;Żyro M.;Piast Gliwice;https://www.transfermarkt.com/michal-zyro/profil/spieler/67431
469;Lisowski W.;PGE FKS Stal Mielec;https://www.transfermarkt.com/wojciech-lisowski/profil/spieler/182953
470;Kelemen M.;Jagiellonia Białystok;https://www.transfermarkt.com/marian-kelemen/profil/spieler/6114
471;Bodvarsson B.;Jagiellonia Białystok;https://www.transfermarkt.com/bodvar-bodvarsson/profil/spieler/273173
472;Runje I.;Jagiellonia Białystok;https://www.transfermarkt.com/ivan-runje/profil/spieler/109012
473;Mitrović N.;Jagiellonia Białystok;https://www.transfermarkt.com/aleksandar-mitrovic/profil/spieler/51152
474;Arsenić Z.;Raków Częstochowa;https://www.transfermarkt.com/zoran-arsenic/profil/spieler/280312
475;Pospisil M.;Jagiellonia Białystok;https://www.transfermarkt.com/martin-pospisil/profil/spieler/180538
476;Poletanović M.;Raków Częstochowa;https://www.transfermarkt.com/marko-poletanovic/profil/spieler/168957
477;Romanczuk T.;Jagiellonia Białystok;https://www.transfermarkt.com/taras-romanczuk/profil/spieler/280939
478;Novikovas A.;Legia Warszawa;https://www.transfermarkt.com/arvydas-novikovas/profil/spieler/87444
479;Guilherme;Jagiellonia Białystok;https://www.transfermarkt.com/guilherme/profil/spieler/217863
480;Klimala P.;Jagiellonia Białystok;https://www.transfermarkt.com/patryk-klimala/profil/spieler/387153
481;Adamec M.;Jagiellonia Białystok;https://www.transfermarkt.com/martin-adamec/profil/spieler/344998
482;Kostal M.;Jagiellonia Białystok;https://www.transfermarkt.com/martin-kostal/profil/spieler/381343
483;Imaz J.;Jagiellonia Białystok;https://www.transfermarkt.com/jesus-imaz/profil/spieler/176423
484;Hamrol M.;Korona Kielce;https://www.transfermarkt.com/matthias-hamrol/profil/spieler/104267
485;Marquez I.;Korona Kielce;https://www.transfermarkt.com/ivan-marquez/profil/spieler/296227
486;Brown Forbes F.;Wisła Kraków;https://www.transfermarkt.com/felicio-brown-forbes/profil/spieler/67064
487;Skrzecz O.;Korona Kielce;https://www.transfermarkt.com/oktawian-skrzecz/profil/spieler/257221
488;Malarczyk P.;Korona Kielce;https://www.transfermarkt.com/piotr-malarczyk/profil/spieler/120892
489;Tobers K.;Lechia Gdańsk;https://www.transfermarkt.com/kristers-tobers/profil/spieler/448883
490;Saief K.;Lechia Gdańsk;https://www.transfermarkt.com/kenny-saief/profil/spieler/209019
491;Kryeziu E.;Lechia Gdańsk;https://www.transfermarkt.com/egzon-kryeziu/profil/spieler/469693
492;Żukowski  M.;Lechia Gdańsk;https://www.transfermarkt.com/mateusz-zukowski/profil/spieler/470375
493;Conrado;Lechia Gdańsk;https://www.transfermarkt.com/conrado/profil/spieler/514674
494;Węglarz D.;Jagiellonia Białystok;https://www.transfermarkt.com/damian-weglarz/profil/spieler/281791
495;Wójcicki J.;Jagiellonia Białystok;https://www.transfermarkt.com/jakub-wojcicki/profil/spieler/160367
496;Bida B.;Jagiellonia Białystok;https://www.transfermarkt.com/bartosz-bida/profil/spieler/475802
497;Prikryl T.;Jagiellonia Białystok;https://www.transfermarkt.com/tomas-prikryl/profil/spieler/152693
498;Mudrinski O.;Jagiellonia Białystok;https://www.transfermarkt.com/ognjen-mudrinski/profil/spieler/139918
499;Camara J.;Miedź Legnica;https://www.transfermarkt.com/juan-camara/profil/spieler/162039
500;Cafu;Legia Warszawa;https://www.transfermarkt.com/cafu/profil/spieler/203655
501;Lipski P.;Piast Gliwice;https://www.transfermarkt.com/patryk-lipski/profil/spieler/255392
502;Sopoćko M.;Lechia Gdańsk;https://www.transfermarkt.com/mateusz-sopocko/profil/spieler/432044
503;Mak M.;Wisła Kraków;https://www.transfermarkt.com/michal-mak/profil/spieler/143976
504;Chrzanowski A.;Lechia Gdańsk;https://www.transfermarkt.com/adam-chrzanowski/profil/spieler/320898
505;Diaw E.;Korona Kielce;https://www.transfermarkt.com/elhadji-pape-diaw/profil/spieler/410238
506;Janjić Z.;Korona Kielce;https://www.transfermarkt.com/jakub-rybus/profil/spieler/694482
507;Górski M.;Korona Kielce;https://www.transfermarkt.com/jakub-gorski/profil/spieler/554968
508;Arweladze W.;Korona Kielce;No link found
509;Szymusik G.;Korona Kielce;https://www.transfermarkt.com/grzegorz-szymusik/profil/spieler/381563
510;Spychała M.;Korona Kielce;https://www.transfermarkt.com/mateusz-spychala/profil/spieler/293057
511;Cecarić B.;Korona Kielce;https://www.transfermarkt.com/bojan-cecaric/profil/spieler/239069
512;Lisowski D.;Korona Kielce;https://www.transfermarkt.com/dawid-lisowski/profil/spieler/553932
513;Zalazar R.;Korona Kielce;https://www.transfermarkt.com/rodrigo-zalazar/profil/spieler/606752
514;Malarz A.;ŁKS Łódź;https://www.transfermarkt.com/arkadiusz-malarz/profil/spieler/24515
515;Moros Gracia C.;ŁKS Łódź;https://www.transfermarkt.com/carlos-moros/profil/spieler/498223
516;Vidmajer T.;ŁKS Łódź;https://www.transfermarkt.com/tadej-vidmajer/profil/spieler/179063
517;Dąbrowski M.;ŁKS Łódź;https://www.transfermarkt.com/maciej-dabrowski/profil/spieler/45415
518;Dominguez A.;ŁKS Łódź;https://www.transfermarkt.com/antonio-dominguez/profil/spieler/288453
519;Trąbka M.;ŁKS Łódź;https://www.transfermarkt.com/michal-trabka/profil/spieler/288542
520;Srnić D.;ŁKS Łódź;https://www.transfermarkt.com/dragoljub-srnic/profil/spieler/169211
521;Ratajczyk A.;ŁKS Łódź;https://www.transfermarkt.com/adam-ratajczyk/profil/spieler/628624
522;Guima R.;ŁKS Łódź;https://www.transfermarkt.com/guima/profil/spieler/305425
523;Wróbel J.;ŁKS Łódź;https://www.transfermarkt.com/jakub-wrobel/profil/spieler/253154
524;Corral S.;ŁKS Łódź;https://www.transfermarkt.com/samuel-corral/profil/spieler/447550
525;Płacheta P.;Śląsk Wrocław;https://www.transfermarkt.com/przemyslaw-placheta/profil/spieler/383109
526;Samiec-Talar P.;Śląsk Wrocław;https://www.transfermarkt.com/piotr-samiec-talar/profil/spieler/598448
527;Rosołek M.;Legia Warszawa;https://www.transfermarkt.com/maciej-rosolek/profil/spieler/401609
528;Kozłowski  K.;Pogoń Szczecin;https://www.transfermarkt.com/kacper-kozlowski/profil/spieler/554284
529;Gorgon A.;Pogoń Szczecin;https://www.transfermarkt.com/alexander-gorgon/profil/spieler/45425
530;Pesković M.;Cracovia;https://www.transfermarkt.com/michal-peskovic/profil/spieler/57581
531;Gach K.;Podbeskidzie Bielsko - Biała;https://www.transfermarkt.com/kacper-gach/profil/spieler/514939
532;Baszłaj D.;Podbeskidzie Bielsko - Biała;No link found
533;Rundić M.;Podbeskidzie Bielsko - Biała;https://www.transfermarkt.co.in/bartosz-bieronski/profil/spieler/953452
534;Modelski F.;Podbeskidzie Bielsko - Biała;https://www.transfermarkt.com/filip-modelski/profil/spieler/79190
535;Rzuchowski M.;Podbeskidzie Bielsko - Biała;https://www.transfermarkt.co.in/bartosz-bieronski/profil/spieler/953452
536;Sitek  M.;Podbeskidzie Bielsko - Biała;https://www.transfermarkt.com/maksymilian-sitek/profil/spieler/532428
537;Sierpina Ł.;Podbeskidzie Bielsko - Biała;https://www.transfermarkt.com/lukasz-sierpina/profil/spieler/119941
538;Nowak T.;Zagłębie Sosnowiec;https://www.transfermarkt.com/lukasz-uthke-nowak/profil/spieler/597618
539;Roginić M.;Podbeskidzie Bielsko - Biała;https://www.transfermarkt.com/marko-roginic/profil/spieler/317504
540;Biliński K.;Podbeskidzie Bielsko - Biała;https://www.transfermarkt.com/kamil-bilinski/profil/spieler/95197
541;Miakuszko S.;Podbeskidzie Bielsko - Biała;No link found
542;Mroczko  S.;Podbeskidzie Bielsko - Biała;https://www.transfermarkt.com/szymon-mroczko/profil/spieler/614406
