,id,firstName,lastName,club,values,wages,contractexpires,nation,currentAbility,potentialAbility,position,version,date,corners,crossing,dribbling,finishing,firstTouch,freeKickTaking,heading,longShots,longThrows,marking,passing,penaltyTaking,tackling,technique,aggression,anticipation,bravery,composure,concentration,decisions,determination,flair,leadership,offtheBall,positioning,teamwork,vision,workRate,acceleration,agility,balance,jumpingReach,naturalFitness,pace,stamina,strength
249,54008646,Krystian,Getinger,Stal Mielec,€ 28.500,€ 1.000,2022-06-30,Poland,54,54,DL,21,2020-11-23,13,12,12,13,10,13,12,13,8,10,11,12,10,10,11,10,12,10,12,12,13,10,13,10,10,10,10,10,12,10,10,12,11,12,13,10
250,54008755,Rafal,Pietrzak,Lechia,€ 222.389,€ 2.770,2023-06-30,Poland,56,58,DL,22,2021-11-8,13,12,11,10,11,12,9,11,5,11,11,10,12,12,8,12,10,12,12,12,13,11,7,12,11,12,12,12,13,12,11,9,10,13,13,12
251,54008755,Rafal,Pietrzak,Lechia Gdańsk,€ 84.000,€ 2.800,2023-06-30,Poland,56,58,DL,21,2020-11-23,13,13,11,10,11,13,9,11,5,11,11,10,12,12,8,12,10,12,12,12,6,11,7,12,11,12,12,12,13,12,10,9,10,13,13,12
252,54009904,Marcin,Budzinski,Stal Mielec,€ 23.283,€ 860,2022-06-30,Poland,48,58,DM,22,2021-11-8,6,8,11,8,11,5,10,12,2,7,12,6,12,11,16,12,13,11,12,11,11,10,11,11,9,12,11,12,9,12,13,10,14,10,12,12
253,54009904,Marcin,Budzinski,,0,0,,Stal Mielec,51,58,DM,21,2020-11-23,6,8,11,8,11,5,10,12,2,7,13,6,12,11,16,12,13,11,12,12,15,12,11,11,9,12,11,12,9,12,13,10,14,10,12,13
254,54010658,Bartosz,Rymaniak,Górnik Łęczna,€ 72.861,€ 1.260,2022-06-30,Poland,54,55,DR,22,2021-11-8,8,10,10,7,8,7,13,9,12,12,10,11,13,10,15,12,13,9,13,11,13,5,8,10,14,13,9,14,11,8,12,13,11,13,13,13
255,54010658,Bartosz,Rymaniak,Piast Gliwice,€ 55.000,€ 2.000,2021-06-30,Poland,54,55,DR,21,2020-11-23,8,10,10,7,8,7,13,9,12,12,10,11,13,10,15,12,13,9,13,11,13,5,8,10,14,13,9,14,12,8,12,14,11,13,13,13
256,54014737,Bartłomiej,Sielewski,Wisła Płock,€ 600,€ 250,2021-06-30,Poland,42,50,DC,22,2021-11-8,6,6,6,6,8,8,12,8,8,10,9,10,11,8,13,10,11,10,12,11,14,5,16,8,13,15,9,11,7,9,11,15,8,7,10,11
258,54016016,Michal,Zyro,Jagiellonia,€ 102.476,€ 1.920,2022-06-30,Poland,54,55,ML,22,2021-11-8,11,10,12,11,10,10,12,12,7,7,12,11,8,13,8,12,10,9,10,10,13,12,5,12,7,11,11,12,11,11,12,12,10,12,12,14
259,54016016,Michal,Zyro,Piast Gliwice,€ 29.500,€ 1.800,2022-06-30,Poland,53,55,ML,21,2020-11-23,11,10,12,11,10,10,12,12,7,7,12,11,8,13,8,10,10,8,10,10,13,12,5,12,7,11,11,12,11,11,12,12,10,12,12,14
260,55009957,André,Martins,Legia,€ 325.311,€ 7.570,2022-06-30,Portugal,59,68,DM,22,2021-11-8,13,13,13,10,15,11,6,11,6,6,16,12,10,14,13,14,11,12,12,14,12,13,10,11,12,14,15,8,11,13,10,6,13,10,13,6
261,55009957,André,Martins,Legia Warszawa,€ 400.000,€ 7.750,2022-06-30,Portugal,56,68,DM,21,2020-11-23,13,13,13,10,14,11,6,12,6,6,16,12,9,14,13,13,11,12,12,13,12,13,10,11,11,14,15,8,11,13,10,6,13,10,12,6
262,55013997,Pedro,Tiba,Lech,€ 219.917,€ 7.940,2022-06-30,Portugal,62,64,DM,22,2021-11-8,11,10,12,10,13,11,9,11,6,7,14,12,9,13,8,13,10,13,13,12,13,13,14,13,10,15,12,15,13,14,13,7,13,11,14,11
263,55013997,Pedro,Tiba,Lech Poznań,€ 275.000,€ 8.000,2022-06-30,Portugal,61,64,DM,21,2020-11-23,11,10,12,10,13,11,9,11,6,7,13,12,9,13,8,11,10,12,12,12,13,13,14,13,10,15,12,15,13,14,13,7,13,12,14,11
264,55022487,Luís,Rocha,Cracovia,€ 28.180,€ 2.270,2022-06-30,Portugal,50,55,DL,22,2021-11-8,13,13,10,6,13,13,7,13,11,9,12,12,11,10,12,12,11,13,10,8,9,8,9,12,10,13,10,11,13,12,12,8,12,13,11,10
265,55022487,Luís,Rocha,Legia Warszawa,€ 33.500,€ 3.600,2021-06-30,Portugal,51,55,DL,21,2020-11-23,13,13,10,6,13,13,7,13,11,9,12,12,11,10,12,12,11,13,10,8,9,8,9,12,10,13,10,12,13,12,12,8,12,13,11,10
266,55038682,Tomás,Podstawski,Stabæk,€ 196.151,€ 1.430,2021-12-31,Portugal,56,63,DM,22,2021-11-8,8,8,10,6,12,7,9,13,5,10,14,10,13,11,11,12,8,13,12,13,15,6,13,10,13,16,11,13,9,11,13,11,14,11,14,12
267,55038682,Tomás,Podstawski,Pogoń Szczecin,€ 175.000,€ 3.100,2021-06-30,Portugal,57,63,DM,21,2020-11-23,8,8,10,6,12,7,9,13,5,10,14,10,13,11,11,12,8,13,12,14,15,6,13,10,13,16,11,13,9,11,13,11,14,11,14,12
268,55070306,Luís,Mata,Pogoń,€ 414.830,€ 2.500,2023-06-30,Portugal,53,58,DL,22,2021-11-8,12,13,11,7,11,10,9,10,8,8,12,10,10,12,8,10,7,11,10,9,10,11,8,12,8,12,11,10,13,13,11,10,13,14,11,7
269,55070306,Luís,Mata,Pogoń Szczecin,€ 41.000,€ 1.300,2023-06-30,Portugal,48,58,DL,21,2020-11-23,12,12,11,7,11,10,9,10,8,8,12,10,10,12,8,10,7,11,9,8,10,11,8,12,8,12,11,10,13,13,10,10,13,12,10,6
270,5643691,Michal,Papadopulos,Karviná,€ 23.263,€ 410,2022-06-30,Czech Republic,53,63,ST,22,2021-11-8,9,9,9,11,12,8,13,11,11,6,12,13,7,13,12,13,13,10,9,13,7,16,8,13,8,13,13,13,10,12,15,12,18,9,11,16
271,5643691,Michal,Papadopulos,Karvina,€ 9.000,€ 375,2021-06-30,Czech Republic,53,63,ST,21,2020-11-23,9,9,9,11,12,8,13,11,11,6,12,13,7,13,12,13,13,10,9,13,7,16,8,13,8,13,13,13,10,12,15,12,18,9,11,16
272,57006241,Cornel,Râpa,Cracovia,€ 76.594,€ 2.300,2022-06-30,Romania,55,58,DR,22,2021-11-8,9,10,10,9,11,7,11,7,15,15,11,6,13,10,10,12,11,12,11,11,14,12,9,12,13,14,12,13,12,13,13,11,16,12,14,12
273,57006241,Cornel,Râpa,Cracovia,€ 74.000,€ 2.300,2022-06-30,Romania,55,58,DR,21,2020-11-23,9,10,10,9,11,7,11,7,15,15,11,6,13,10,10,12,11,12,11,10,14,12,9,12,13,14,12,13,12,13,13,11,16,12,14,12
274,57054448,Sergiu,Hanca,Cracovia,€ 391.407,€ 4.000,2025-06-30,Romania,59,60,MC,22,2021-11-8,13,14,12,10,12,10,10,11,9,11,12,12,11,12,13,11,13,12,12,12,14,12,12,12,10,13,12,14,12,11,12,11,16,12,13,11
275,57054448,Sergiu,Hanca,Cracovia,€ 205.000,€ 4.000,2025-06-30,Romania,59,60,MC,21,2020-11-23,13,14,12,10,12,10,10,11,9,11,12,12,11,12,13,11,13,12,12,12,14,12,12,12,10,13,12,14,12,11,12,11,16,12,13,11
276,58045013,Evgeny,Bashkirov,KGHM Zagłębie,€ 174.981,€ 3.500,2022-06-30,Russia,58,59,DM,22,2021-11-8,10,10,8,9,12,8,9,14,5,13,13,7,11,11,12,12,10,11,13,12,14,12,10,13,12,12,13,14,12,14,11,8,14,11,14,6
277,58045013,Evgeny,Bashkirov,KGHM Zagłębie Lubin,€ 140.000,€ 3.500,2022-06-30,Russia,57,58,DM,21,2020-11-23,10,10,8,9,12,8,9,14,4,13,13,7,11,11,15,12,10,11,13,12,14,7,13,13,12,12,13,14,12,14,11,8,10,11,13,6
278,58098759,Nika,Kacharava,Anorthosi,€ 329.999,€ 3.800,2022-05-31,Georgia,54,60,ST,22,2021-11-8,7,8,8,11,12,8,14,7,6,7,11,12,8,13,8,12,8,11,11,12,14,7,6,11,4,14,12,10,11,8,14,18,12,12,12,15
279,58098759,Nika,Kacharava,Lech Poznań,€ 155.000,€ 2.400,2022-05-31,Georgia,55,60,ST,21,2020-11-23,7,8,8,13,12,8,14,7,6,7,11,12,8,13,8,12,8,11,11,12,14,7,6,11,4,14,12,10,11,8,14,18,12,12,12,15
280,58114997,Timur,Zhamaletdinov,FC Ufa,€ 405.828,€ 5.840,2023-06-10,Russia,53,58,ST,22,2021-11-8,8,8,9,12,11,12,7,12,7,5,11,7,5,12,10,12,12,13,9,13,12,12,15,10,9,14,12,16,15,13,12,10,15,14,10,9
281,58114997,Timur,Zhamaletdinov,FC Ufa,€ 115.000,€ 5.750,2023-06-10,Russia,53,63,ST,21,2020-11-23,8,6,9,13,11,8,7,12,7,5,11,8,5,12,10,12,12,13,9,13,12,12,1,11,9,14,12,16,15,13,12,9,13,14,12,8
282,59000159,Giorgi,Merebashvili,Podbeskidzie,€ 3.795,€ 1.700,2022-06-30,Georgia,52,60,MR,22,2021-11-8,11,12,14,9,13,11,8,11,7,6,11,11,8,13,13,9,12,9,9,9,10,14,10,13,7,12,13,10,11,13,13,9,12,12,9,11
283,59000159,Giorgi,Merebashvili,Wisła Płock,€ 8.750,€ 2.100,2021-06-30,Georgia,52,60,MR,21,2020-11-23,11,12,14,9,13,11,8,11,7,6,11,11,8,13,13,9,12,9,9,9,10,14,10,13,7,12,13,10,11,13,13,9,12,12,9,11
284,59028004,Nika,Kvekveskiri,Lech,€ 98.782,€ 3.070,2023-06-30,Georgia,55,56,DM,22,2021-11-8,10,11,8,9,11,9,9,10,11,11,14,10,11,11,11,12,12,11,12,13,7,11,11,12,12,12,12,14,11,11,12,11,9,12,14,10
286,59070568,David,Mawutor,Shahter Q.,€ 35.884,€ 1.920,2021-12-31,Tajikistan,54,54,DM,22,2021-11-8,4,6,7,6,13,8,12,8,5,10,11,4,13,12,5,12,9,10,10,10,6,5,11,8,12,9,13,16,10,14,9,10,16,10,14,13
288,59092467,Lubambo,Musonda,Horsens,€ 148.585,€ 1.240,2024-06-30,Zambia,52,60,DR,22,2021-11-8,10,11,12,9,11,10,9,10,7,7,10,11,7,13,11,7,10,8,10,11,13,11,6,11,9,11,8,12,13,12,11,8,14,13,9,9
289,59092467,Lubambo,Musonda,Śląsk Wrocław,€ 99.000,€ 1.500,2022-06-30,Zambia,57,63,MR,21,2020-11-23,10,12,12,12,11,10,9,10,7,7,13,11,7,13,11,7,10,8,10,11,13,11,13,11,9,11,8,12,13,11,10,8,10,13,12,8
290,59110807,Souleymane,Koné,,0,0,,Ivory Coast,48,55,DC,22,2021-11-8,7,7,8,7,10,7,12,6,6,11,10,8,12,9,11,11,12,9,9,9,11,6,12,6,11,13,10,13,11,10,13,14,13,12,13,12
291,59110807,Souleymane,Koné,KVC Westerlo,€ 150.000,€ 1.500,2021-06-30,Ivory Coast,48,55,DC,21,2020-11-23,7,7,8,7,10,7,12,6,6,11,10,8,12,9,11,11,12,9,9,9,11,6,12,6,11,13,10,13,11,10,13,14,13,12,13,12
292,62001497,Saša,Balic,KGHM Zagłębie,€ 37.229,€ 2.300,2022-06-30,Montenegro,53,57,DL,22,2021-11-8,4,11,10,8,13,5,13,8,16,10,11,8,14,13,17,11,15,10,10,10,12,12,9,11,10,13,10,15,13,12,12,13,13,12,12,14
293,62001497,Saša,Balic,KGHM Zagłębie Lubin,€ 80.000,€ 2.300,2022-06-30,Montenegro,53,57,DL,21,2020-11-23,4,10,10,8,11,5,12,8,16,13,10,8,14,10,17,12,16,12,11,9,12,12,9,11,10,13,9,15,13,12,10,12,13,13,12,15
294,62012567,Stefan,Savic,Atlético Madrid,€ 80.028.320,€ 86.340,2024-06-30,Montenegro,76,78,DC,22,2021-11-8,7,9,9,9,11,6,14,8,10,16,12,9,14,11,13,17,14,15,15,15,15,8,13,8,15,15,11,15,13,14,10,13,10,14,15,15
295,62012567,Stefan,Savic,Atlético Madrid,€ 58.000.000,€ 86.000,2023-06-30,Montenegro,75,78,DC,21,2020-11-23,7,9,9,9,11,6,14,8,10,16,12,9,14,11,13,17,14,15,15,14,15,8,12,8,15,15,11,15,13,14,10,13,10,14,15,15
296,62013679,Žarko,Udovicic,Raków,€ 7.863,€ 1.750,2022-06-30,Serbia,50,56,DL,22,2021-11-8,9,12,13,9,12,10,7,7,10,9,11,9,11,12,11,11,12,10,9,11,15,11,11,10,8,12,11,15,13,9,10,10,13,12,13,10
297,62013679,Žarko,Udovicic,Lechia Gdańsk,€ 47.500,€ 2.600,2021-06-30,Serbia,50,56,DL,21,2020-11-23,9,12,13,9,12,10,7,7,10,9,11,9,11,12,11,11,12,10,9,11,15,11,11,10,8,12,11,15,13,9,10,10,13,12,13,10
298,62025449,Filip,Mladenovic,Legia,€ 785.911,€ 7.670,2023-06-30,Serbia,60,64,DL,22,2021-11-8,14,16,12,10,11,13,8,11,11,10,11,11,12,12,17,12,13,11,13,10,15,15,10,12,9,10,10,15,14,13,9,10,17,14,14,8
299,62025449,Filip,Mladenovic,Legia Warszawa,€ 400.000,€ 7.750,2023-06-30,Serbia,60,64,DL,21,2020-11-23,14,14,12,10,11,13,8,11,11,10,11,11,12,12,17,12,13,11,13,11,15,15,10,12,9,10,10,15,14,13,9,10,17,14,14,8
300,62028960,Fatos,Beciraj,Astana,€ 3.739,€ 8.420,2021-12-31,Montenegro,50,61,ST,22,2021-11-8,7,10,11,11,9,7,13,12,7,9,10,10,9,10,13,9,16,12,12,8,13,12,11,10,8,10,9,14,11,10,15,12,15,11,11,14
301,62028960,Fatos,Beciraj,Wisła Kraków,€ 83.000,€ 3.000,2022-06-30,Montenegro,54,61,ST,21,2020-11-23,7,10,12,12,9,7,13,12,7,9,10,13,9,10,15,9,16,12,12,8,14,12,11,10,8,11,9,14,12,10,16,12,15,12,14,15
302,62042156,Dragoljub,Srnic,Radnički 1923,€ 182.533,€ 360,2023-06-30,Serbia,52,55,DM,22,2021-11-8,10,10,9,7,12,6,5,9,4,12,12,7,12,11,14,13,14,12,12,12,10,8,8,12,13,13,10,14,12,13,10,5,11,11,14,8
303,62042156,Dragoljub,Srnic,ŁKS Łódź,€ 62.000,€ 775,2022-06-30,Serbia,50,55,DM,21,2020-11-23,10,10,9,7,11,6,5,9,4,11,11,7,12,11,13,12,14,12,12,13,10,11,8,14,13,12,10,11,12,13,10,5,11,12,14,8
304,62060482,Marko,Poletanovic,Raków,€ 87.808,€ 1.410,2022-06-30,Serbia,54,55,MC,22,2021-11-8,13,11,11,9,12,12,11,13,8,9,13,11,11,13,10,12,9,13,11,13,15,13,14,10,12,13,12,13,10,11,11,12,10,11,10,11
305,62060482,Marko,Poletanovic,Raków Częstochowa,€ 59.000,€ 1.400,2022-06-30,Serbia,53,53,MC,21,2020-11-23,13,11,11,9,12,12,11,13,8,9,12,11,9,13,10,12,9,13,11,13,15,13,14,10,12,13,12,13,10,11,11,12,10,11,10,11
306,62060598,Filip,Markovic,Radnički,€ 133.778,€ 350,2023-06-30,Serbia,49,58,MR,22,2021-11-8,10,11,10,12,11,8,10,8,8,5,11,6,6,12,10,10,8,13,11,8,13,10,7,12,10,11,10,14,11,12,10,9,7,13,14,13
307,62060598,Filip,Markovic,,0,0,,FK Radnički Niš,52,58,MR,21,2020-11-23,10,11,10,12,11,8,10,8,8,5,11,5,6,12,10,10,8,13,11,8,13,10,7,12,10,11,10,14,11,12,10,9,7,13,14,13
308,62070090,Bojan,Nastic,Jagiellonia,€ 403.232,€ 3.130,2024-06-30,Bosnia and Herzegovina,56,60,DL,22,2021-11-8,12,13,10,7,11,9,12,14,12,12,11,10,12,11,11,11,12,11,12,13,16,7,10,10,12,12,12,14,12,11,12,11,12,12,14,14
309,62070090,Bojan,Nastic,BATE Borisov,€ 67.000,€ 1.300,2023-12-31,Bosnia and Herzegovina,59,60,DL,21,2020-11-23,12,13,10,7,11,9,12,14,12,13,10,10,13,11,11,11,12,11,12,13,16,7,10,10,13,12,12,14,12,11,12,11,12,13,13,14
310,62070855,Erik,Janža,Górnik,€ 156.563,€ 1.510,2022-06-30,Slovenia,57,60,DL,22,2021-11-8,11,13,11,6,11,11,7,6,12,12,11,6,13,11,13,12,11,12,13,12,13,6,7,10,13,14,11,14,12,13,12,9,11,13,13,12
311,62070855,Erik,Janža,Górnik Zabrze,€ 93.000,€ 1.500,2021-06-30,Slovenia,57,60,DL,21,2020-11-23,11,12,11,6,11,11,7,6,12,12,11,6,13,11,13,12,11,12,13,12,13,6,7,10,13,14,11,14,12,13,12,9,11,13,13,12
312,62073136,Milan,Radin,Dinamo Tb.,€ 102.030,€ 800,2021-12-31,Serbia,52,55,DR,22,2021-11-8,8,8,9,9,11,10,11,9,7,13,12,6,12,10,13,11,13,11,12,11,10,10,11,12,13,13,12,11,11,11,11,8,10,11,12,12
313,62073136,Milan,Radin,FK Inđija,€ 53.000,€ 475,2021-06-30,Serbia,52,55,DR,21,2020-11-23,8,8,9,9,11,10,11,9,7,13,12,7,12,10,13,11,13,11,12,11,10,10,11,12,13,13,12,11,11,11,11,8,10,11,12,12
314,62075319,Uroš,Radakovic,Arsenal Tula,€ 1.964.207,€ 14.320,2023-06-30,Serbia,61,65,DC,22,2021-11-8,8,7,12,6,9,6,16,7,9,15,13,7,13,13,8,13,15,9,8,9,13,8,12,7,13,13,7,14,13,11,14,16,14,11,14,16
315,62075319,Uroš,Radakovic,FK Astana,€ 400.000,€ 2.800,2021-06-30,Serbia,61,65,DC,21,2020-11-23,8,7,12,6,9,6,16,7,9,15,13,7,13,13,8,13,15,9,8,9,13,8,12,7,13,13,7,14,13,11,14,16,14,11,14,16
316,62076853,Adnan,Kovacevic,Ferencváros,€ 267.298,€ 1.510,2023-06-30,Bosnia and Herzegovina,55,57,DC,22,2021-11-8,7,8,7,6,9,7,13,7,8,12,11,14,13,10,13,12,13,9,12,11,13,6,9,10,12,14,9,12,11,11,13,13,12,12,12,13
317,62076853,Adnan,Kovacevic,Ferencvárosi Torna Club,€ 550.000,€ 1.500,2023-06-30,Bosnia and Herzegovina,55,57,DC,21,2020-11-23,7,8,7,6,9,7,13,7,8,12,11,14,13,10,13,12,13,9,12,11,13,6,9,10,12,14,9,12,11,11,13,13,12,12,12,13
318,62079391,Milan,Rundic,Raków,€ 169.538,€ 1.100,2023-06-30,Serbia,52,54,DC,22,2021-11-8,3,5,9,9,10,10,12,10,8,12,12,12,12,10,10,13,9,11,11,12,11,8,12,11,12,11,10,11,11,9,10,13,10,12,11,12
320,62083380,Rok,Sirk,Maribor,€ 54.724,€ 2.700,2023-06-30,Slovenia,50,50,ST,22,2021-11-8,7,9,10,12,9,9,14,9,7,5,10,11,6,10,8,13,10,12,9,9,11,7,10,12,9,7,11,10,12,13,12,12,10,11,12,9
321,62083380,Rok,Sirk,KGHM Zagłębie Lubin,€ 47.500,€ 2.700,2022-06-30,Slovenia,49,50,ST,21,2020-11-23,9,8,10,11,14,9,11,10,2,8,10,2,3,10,6,11,10,10,10,11,14,7,6,12,10,9,11,11,11,11,10,11,16,11,15,8
322,62094092,Luka,Zahovic,Pogoń,€ 209.308,€ 2.200,2024-06-30,Slovenia,55,63,ST,22,2021-11-8,8,8,12,11,11,9,13,10,7,5,12,10,4,12,11,13,12,14,13,13,12,14,10,11,4,13,11,12,12,12,11,11,10,13,13,11
323,62094092,Luka,Zahovic,Pogoń Szczecin,€ 145.000,€ 2.300,2023-06-30,Slovenia,57,63,ST,21,2020-11-23,8,8,12,13,11,9,13,10,7,5,12,10,4,12,11,13,12,14,13,13,12,14,10,11,4,13,11,12,12,12,11,11,10,13,13,11
324,62095373,Ðorde,Crnomarkovic,Olimpija,€ 397.678,€ 1.850,2023-06-30,Serbia,54,56,DL,22,2021-11-8,9,8,9,6,12,4,12,6,3,13,12,6,13,10,15,12,13,12,9,10,11,12,10,11,12,8,10,13,11,11,12,12,14,11,13,13
325,62095373,Ðorde,Crnomarkovic,Lech Poznań,€ 47.000,€ 2.600,2022-06-30,Serbia,54,57,DL,21,2020-11-23,6,8,9,6,12,2,12,9,10,13,12,7,13,10,13,12,12,12,8,10,11,12,10,10,12,10,10,13,11,11,12,12,16,11,13,13
326,62108811,Dušan,Lagator,Wisła Płock,€ 54.252,€ 1.010,2022-06-30,Montenegro,51,55,DC,22,2021-11-8,8,8,12,9,10,9,10,9,7,12,9,12,13,10,12,11,13,11,11,11,12,10,11,10,12,10,8,14,9,10,10,14,12,10,12,12
327,62108811,Dušan,Lagator,Wisła Płock,€ 50.000,€ 1.000,2022-06-30,Montenegro,52,53,DC,21,2020-11-23,8,8,12,9,10,9,10,9,7,12,9,12,13,10,12,11,13,11,11,11,12,10,11,10,13,10,8,14,10,10,10,14,12,11,12,12
328,62142788,Dejan,Dražic,Slovan Bratislava,€ 114.915,€ 1.010,2022-06-30,Serbia,58,68,AMR,22,2021-11-8,12,13,13,12,12,11,10,11,7,8,12,10,9,14,17,13,10,11,11,11,13,15,11,13,7,8,10,9,14,13,11,10,14,14,11,9
329,62142788,Dejan,Dražic,KGHM Zagłębie Lubin,€ 105.000,€ 1.300,2022-06-30,Serbia,58,68,AMR,21,2020-11-23,12,13,13,12,12,11,10,11,7,8,12,10,9,14,17,13,10,11,11,11,13,15,11,13,7,8,10,9,14,13,11,10,14,14,11,9
330,62154498,David,Tijanic,Göztepe,€ 11.384.451,€ 15.010,2026-06-30,Slovenia,60,73,MC,22,2021-11-8,10,9,14,10,14,12,6,13,5,6,13,8,7,14,12,13,10,14,12,11,12,14,11,14,7,13,14,13,12,14,9,8,11,12,12,11
331,62154498,David,Tijanic,Raków Częstochowa,€ 235.000,€ 675,2022-06-30,Slovenia,60,73,MC,21,2020-11-23,10,9,14,10,14,12,6,13,5,6,13,8,7,14,12,13,10,14,12,11,12,14,11,14,7,13,14,13,12,14,9,8,11,11,12,11
332,62154504,Luka,Šušnjara,Wisła Płock,€ 113.837,€ 1.610,2022-06-30,Slovenia,50,61,ML,22,2021-11-8,11,11,11,9,11,9,9,10,7,8,11,10,7,11,12,10,4,10,10,10,3,15,10,10,8,11,12,11,11,12,10,13,12,11,11,11
333,62154504,Luka,Šušnjara,FC Chambly Oise,€ 185.000,€ 3.300,2023-06-30,Slovenia,55,61,AMR,21,2020-11-23,12,12,12,11,12,10,10,11,8,9,12,11,8,12,12,11,11,11,11,12,12,14,10,11,9,12,13,12,13,12,10,13,8,12,11,11
334,62163465,Filip,Bainovic,Górnik,€ 37.795,€ 1.260,2022-06-30,Serbia,49,55,DM,22,2021-11-8,10,11,11,8,11,11,10,9,9,11,11,9,12,11,12,11,11,11,12,11,11,12,12,9,12,12,11,13,11,12,12,9,12,11,11,10
335,62163465,Filip,Bainovic,Górnik Zabrze,€ 39.000,€ 1.500,2022-06-30,Serbia,50,58,DM,21,2020-11-23,10,12,11,8,12,11,10,9,9,11,12,9,12,12,12,11,11,11,12,11,11,12,12,9,12,12,11,13,11,12,12,9,12,11,11,10
336,62163525,Milan,Obradovic,Wisła Płock,€ 351.684,€ 1.010,2023-06-30,Serbia,49,56,DL,22,2021-11-8,8,9,8,8,10,5,11,6,10,12,11,5,11,12,12,11,13,10,10,12,12,9,8,7,12,13,10,14,11,9,11,14,10,11,13,11
337,62163525,Milan,Obradovic,Wisła Płock,€ 26.500,€ 1.000,2023-06-30,Serbia,50,58,DC,21,2020-11-23,8,8,7,8,10,5,12,6,6,12,10,7,11,7,12,11,12,12,11,11,13,9,13,10,12,9,10,10,10,9,10,14,13,10,11,13
338,62193676,Žan,Medved,Celje,€ 427.998,€ 710,2022-06-30,Slovenia,53,63,ST,22,2021-11-8,10,6,11,14,12,10,12,11,9,9,11,5,8,11,12,10,10,10,9,11,11,8,12,13,10,10,12,11,10,13,14,16,12,10,11,12
339,62193676,Žan,Medved,SK Slovan Bratislava,€ 44.500,€ 775,2022-06-30,Slovenia,51,63,ST,21,2020-11-23,10,9,11,14,12,10,12,11,8,9,8,9,3,11,12,10,10,10,11,16,11,13,12,16,6,10,7,9,10,13,11,10,13,10,11,12
340,62213205,Egzon,Kryeziu,Lechia,€ 320.112,€ 1.100,2022-06-30,Slovenia,47,40-60,DM,22,2021-11-8,8,8,5,10,10,8,10,11,7,8,14,4,14,13,9,12,9,10,4,10,6,5,14,12,12,9,8,13,12,12,12,10,16,12,11,12
341,62213205,Egzon,Kryeziu,Lechia Gdańsk,€ 45.500,€ 1.600,2022-06-30,Slovenia,48,50-70,DM,21,2020-11-23,4,7,8,10,10,6,10,9,5,12,12,6,14,13,13,12,9,10,7,10,6,7,11,12,11,9,10,13,12,12,12,10,12,12,11,12
342,62215324,Marko,Roginic,Podbeskidzie,€ 29.511,€ 1.110,2022-06-30,Croatia,48,49,ST,22,2021-11-8,7,7,10,11,10,7,13,8,3,10,9,7,7,10,15,10,13,9,8,10,11,15,7,12,10,14,10,15,13,8,11,15,6,11,13,13
343,62215324,Marko,Roginic,Podbeskidzie Bielsko-Biała,€ 41.000,€ 625,2022-06-30,Croatia,48,49,ST,21,2020-11-23,7,7,10,11,10,10,13,8,1,9,9,10,7,10,15,11,13,10,8,10,11,13,9,12,10,15,10,15,12,8,11,15,13,11,13,13
344,62235611,Nikola,Kuveljic,Wisła Kraków,€ 134.183,€ 1.500,2023-06-30,Serbia,52,58,DM,22,2021-11-8,8,9,11,9,12,4,11,11,5,10,12,8,12,11,13,11,13,10,11,11,12,11,9,11,11,10,13,12,12,10,11,14,13,12,12,12
345,62235611,Nikola,Kuveljic,Wisła Kraków,€ 50.000,€ 1.500,2023-06-30,Serbia,55,62,DM,21,2020-11-23,9,9,11,9,12,11,11,13,10,10,12,8,12,11,12,11,13,11,11,11,12,17,9,11,11,10,13,13,12,10,11,12,7,13,12,13
346,63002353,Roman,Procházka,Trnava,€ sale,€ 1.000,2023-06-30,Slovakia,56,61,DM,22,2021-11-8,11,8,10,12,10,12,11,15,11,10,11,12,12,11,13,10,16,10,13,12,17,10,14,14,11,15,11,15,12,10,14,12,18,11,13,13
347,63002353,Roman,Procházka,Górnik Zabrze,€ 130.000,€ 1.600,2021-06-30,Slovakia,58,61,DM,21,2020-11-23,11,8,10,12,10,12,11,15,11,10,11,12,12,11,13,10,16,10,13,12,17,10,14,14,11,15,11,17,12,10,14,12,18,11,14,13
348,63010759,Róbert,Pich,Śląsk,€ 84.663,€ 3.030,2022-06-30,Slovakia,58,58,MR,22,2021-11-8,10,11,13,12,12,8,9,9,9,5,10,11,6,12,6,11,10,11,10,10,12,14,4,13,7,10,10,12,15,11,7,8,8,13,11,7
349,63010759,Róbert,Pich,Śląsk Wrocław,€ 99.000,€ 3.100,2022-06-30,Slovakia,57,58,MR,21,2020-11-23,10,11,12,11,12,8,9,9,9,5,10,11,6,12,6,10,10,10,10,10,12,14,4,13,7,10,10,12,15,11,7,8,8,13,11,7
350,63011025,Jakub,Holúbek,Piast,€ 78.907,€ 1.010,2022-06-30,Slovakia,52,58,DL,22,2021-11-8,12,13,10,10,11,10,10,8,10,10,11,9,11,10,10,13,11,9,10,12,12,8,7,11,12,12,12,11,12,9,10,10,15,11,13,11
351,63011025,Jakub,Holúbek,Piast Gliwice,€ 63.000,€ 2.000,2021-06-30,Slovakia,52,58,DL,21,2020-11-23,12,13,10,10,11,9,10,8,10,10,11,4,11,10,10,13,11,9,10,12,12,8,7,11,12,12,12,11,12,9,10,10,11,11,13,11
