,Date,Match Details,club,Player Name,MinsPlayed,TotalDistance(m),TopSpeed(km/h),AvgSpeed(km/h),HighIntensityActivity,Sprints(> 25.20 km/h)Dist (m),HSR(19.81-25.20 km/h)Dist (m),Distance (m)14.41-19.80km/h,7.21-14.40km/h,0.73-7.20km/h,< 0.72km/h,PDF Name,Young Player,Sprints(> 25.20 km/h) No,HSR(19.81-25.20 km/h) No,Key,season,lastName,firstName,id,valeu,wages,contractexpires,Nationality,CA,PA
135,2021-04-25,Lechia Gdańsk 0 - 1 Legia Warszawa,Lechia Gdańsk,Gajos M.,22:58,"2549,14","26,86","6,66",14,"23,19","139,79","569,68","952,27","814,40","49,81",12695_filter_live_1.pdf,False,1,13,2021-04-25 Lechia Gdańsk 0 - 1 Legia Warszawa,2020/2021,Gajos,M.,96002753,€ 130.000,€ 2.700,2022-06-30,Poland,54,59
136,2021-04-20,Lech Poznań 3 - 0 Lechia Gdańsk,Lechia Gdańsk,Gajos M.,94:22,"10559,71","30,47","6,71",50,"96,77","660,31","2030,66","3715,77","4030,51","25,69",12682_filter_live_1.pdf,False,3,47,2021-04-20 Lech Poznań 3 - 0 Lechia Gdańsk,2020/2021,Gajos,M.,96002753,€ 130.000,€ 2.700,2022-06-30,Poland,54,59
137,2020-10-19,Lechia Gdańsk 0 - 1 Pogoń Szczecin,Lechia Gdańsk,Gajos M.,17:36,"1957,54","24,99","6,68",6,"0,00","95,27","441,60","833,23","584,27","3,17",12500_filter_live_1.pdf,False,0,6,2020-10-19 Lechia Gdańsk 0 - 1 Pogoń Szczecin,2020/2021,Gajos,M.,96002753,€ 130.000,€ 2.700,2022-06-30,Poland,54,59
138,2020-11-30,Lechia Gdańsk 1 - 0 Lech Poznań,Lechia Gdańsk,Gajos M.,6:24,"821,14","26,09","7,71",6,"20,40","81,56","188,87","297,27","200,93","32,11",12530_filter_live_1.pdf,False,1,5,2020-11-30 Lechia Gdańsk 1 - 0 Lech Poznań,2020/2021,Gajos,M.,96002753,€ 130.000,€ 2.700,2022-06-30,Poland,54,59
139,2020-08-29,Lechia Gdańsk 1 - 3 Raków Częstochowa,Lechia Gdańsk,Gajos M.,49:06,"5323,37","29,63","6,51",30,"88,93","308,61","1019,81","1881,75","1964,63","59,64",12459_filter_live_1.pdf,False,6,24,2020-08-29 Lechia Gdańsk 1 - 3 Raków Częstochowa,2020/2021,Gajos,M.,96002753,€ 130.000,€ 2.700,2022-06-30,Poland,54,59
140,2021-04-05,Lechia Gdańsk 3 - 1 KGHM Zagłębie Lubin,Lechia Gdańsk,Gajos M.,62:30,"7400,25","27,25","7,11",33,"28,92","438,33","1467,57","2655,46","2758,75","51,22",12655_filter_live_1.pdf,False,3,30,2021-04-05 Lechia Gdańsk 3 - 1 KGHM Zagłębie Lubin,2020/2021,Gajos,M.,96002753,€ 130.000,€ 2.700,2022-06-30,Poland,54,59
141,2021-02-13,Raków Częstochowa 0 - 1 Lechia Gdańsk,Lechia Gdańsk,Gajos M.,94:32,"11215,93","29,23","7,12",66,"158,38","825,92","1919,11","4102,79","3918,38","291,35",12603_filter_live_1.pdf,False,10,56,2021-02-13 Raków Częstochowa 0 - 1 Lechia Gdańsk,2020/2021,Gajos,M.,96002753,€ 130.000,€ 2.700,2022-06-30,Poland,54,59
142,2021-03-04,PGE FKS Stal Mielec 2 - 2 Wisła Płock,Wisła Płock,Wolski R.,3:07,"434,29","23,16","8,35",3,"0,00","41,82","78,61","213,87","97,82","2,17",12599_filter_live_1.pdf,False,0,3,2021-03-04 PGE FKS Stal Mielec 2 - 2 Wisła Płock,2020/2021,Wolski,R.,96011096,€ 74.000,€ 2.600,2021-06-30,Poland,55,65
143,2021-03-13,Wisła Płock 2 - 2 Raków Częstochowa,Wisła Płock,Wolski R.,31:40,"3593,71","31,09","6,81",24,"107,47","225,29","877,00","1457,94","923,99","2,02",12634_filter_live_1.pdf,False,4,20,2021-03-13 Wisła Płock 2 - 2 Raków Częstochowa,2020/2021,Wolski,R.,96011096,€ 74.000,€ 2.600,2021-06-30,Poland,55,65
144,2021-04-30,Wisła Płock 1 - 3 Lechia Gdańsk,Wisła Płock,Wolski R.,83:03,"9120,94","27,63","6,59",43,"16,75","536,83","1857,47","3241,86","3436,16","31,87",12701_filter_live_1.pdf,False,2,41,2021-04-30 Wisła Płock 1 - 3 Lechia Gdańsk,2020/2021,Wolski,R.,96011096,€ 74.000,€ 2.600,2021-06-30,Poland,55,65
145,2021-03-20,Śląsk Wrocław 0 - 0 Wisła Płock,Wisła Płock,Wolski R.,36:24,"4436,74","30,33","7,31",32,"110,45","421,56","886,15","1624,96","1393,62","0,00",12642_filter_live_1.pdf,False,6,26,2021-03-20 Śląsk Wrocław 0 - 0 Wisła Płock,2020/2021,Wolski,R.,96011096,€ 74.000,€ 2.600,2021-06-30,Poland,55,65
146,2021-03-08,Warta Poznań 2 - 0 Wisła Płock,Wisła Płock,Wolski R.,30:32,"3658,03","28,75","7,19",30,"76,55","279,88","628,30","1334,45","1216,60","122,25",12631_filter_live_1.pdf,False,6,24,2021-03-08 Warta Poznań 2 - 0 Wisła Płock,2020/2021,Wolski,R.,96011096,€ 74.000,€ 2.600,2021-06-30,Poland,55,65
147,2021-05-08,Podbeskidzie Bielsko - Biała 1 - 1 Wisła Płock,Wisła Płock,Wolski R.,81:18,"8834,95","29,01","6,52",41,"76,50","491,57","1589,76","3385,53","3264,51","27,08",12707_filter_live_1.pdf,False,6,35,2021-05-08 Podbeskidzie Bielsko - Biała 1 - 1 Wisła Płock,2020/2021,Wolski,R.,96011096,€ 74.000,€ 2.600,2021-06-30,Poland,55,65
